bundle	field	source	target	has_mapping	needs_translation
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Shawn Petraschuk	Shawn Petraschuk	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Claire Goodwin	Claire Goodwin	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Juan Lagar	Juan Lagar	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	SSAO	SSAO	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Elderlybull	Elderlybull	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Marcus Lim	Marcus Lim	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	asdasdsad	asdasdsad	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Louis Li	Louis Li	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Christopher Ferazzoli	Christopher Ferazzoli	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Scott Reismanis	Scott Reismanis	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Rachel Glassberg	Rachel Glassberg	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	adasd	adasd	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Denis Gier	Denis Gier	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Nikolaos Ntalianis	Nikolaos Ntalianis	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Evolve PR	Evolve PR	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Janine Campos	Janine Campos	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ioannis Petridis	Ioannis Petridis	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Sarah Pavlich	Sarah Pavlich	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Adam Sharp	Adam Sharp	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Michael Nathanael	Michael Nathanael	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Emily Cox	Emily Cox	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	sadasdas	sadasdas	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ozgun Kilit	Ozgun Kilit	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	GrouchoMarxist	GrouchoMarxist	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Louis Li	Louis Li	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Semih Güner	Semih Güner	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	<sprite name=currency>	<sprite name=currency>	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Evolve Originals	Evolve Originals	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	asdasd	asdasd	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Evolve Originals	Evolve Originals	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Instreten sis er Anginicar av Moreigna ins Altmer ins Almergwolltene keserten..	Instreten sis er Anginicar av Moreigna ins Altmer ins Almergwolltene keserten..	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Denis Gier	Denis Gier	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	VerylongusernameVerylongusername	VerylongusernameVerylongusername	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Marcus Lim	Marcus Lim	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Shawn Petraschuk	Shawn Petraschuk	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Zysco	Zysco	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	ATA SERGEY NOWAK	ATA SERGEY NOWAK	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Tung Thanh Cao	Tung Thanh Cao	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Alison Nieman	Alison Nieman	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ioannis Petridis	Ioannis Petridis	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	<color=#F6E09C><size=51>0</size></color><color=#AFADAD><size=32>/0</size></color>	<color=#F6E09C><size=51>0</size></color><color=#AFADAD><size=32>/0</size></color>	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	INTE FORET SESIONER	INTE FORET SESIONER	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Martin Eyerer	Martin Eyerer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Brendan McElroy	Brendan McElroy	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ipek Unal	Ipek Unal	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Daniel Zacharias	Daniel Zacharias	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ozgun Kilit	Ozgun Kilit	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Yannick Hogendoorn	Yannick Hogendoorn	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Dominic K	Dominic K	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	HORST NOWAK	HORST NOWAK	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ame Searle	Ame Searle	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Juan Lagar	Juan Lagar	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	locaId	SSAO	SSAO	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	locaId	X	X	1	1
