source	target	has_mapping	needs_translation
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE5C		0	0
Turn09_SollTrial_Guilty_Death		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_SollTrial_Guilty_Death		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE60		0	0
Turn09_SollTrial_NotGuilty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_SollTrial_NotGuilty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE64		0	0
Turn09_SollTrial_Intervention		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_SollTrial_Intervention		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE68		0	0
Turn09_Investigations_TrialHeron		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialHeron		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE6C		0	0
Turn09_Investigations_TrialOrso		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialOrso		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE70		0	0
Turn09_Investigations_PurgeGovernmentOfficials		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_PurgeGovernmentOfficials		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE74		0	0
Turn09_Investigations_TrialLileas		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialLileas		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE78		0	0
Turn09_Investigations_FireLileas		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_FireLileas		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE7C		0	0
Turn09_Investigations_ManolyFramed		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_ManolyFramed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE80		0	0
Turn09_Investigations_RicterFramed		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_RicterFramed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE84		0	0
Turn09_Investigations_TrialRemusAndKesaro		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialRemusAndKesaro		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE88		0	0
Turn09_Investigations_TrialRemus		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialRemus		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE8C		0	0
Turn09_Investigations_TrialTuskInAbsentia		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialTuskInAbsentia		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE90		0	0
Turn09_Investigations_ExtendTuskSentence		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_ExtendTuskSentence		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE94		0	0
Turn09_Investigations_TuskBribeRevealed		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TuskBribeRevealed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE98		0	0
Turn09_Investigations_TrialTusk		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialTusk		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BE9C		0	0
Turn09_Investigations_KillTusk		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_KillTusk		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEA0		0	0
Turn09_Investigations_TrialMarcelInAbsentia		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialMarcelInAbsentia		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEA4		0	0
Turn09_Investigations_ExtendMarcelSentence		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_ExtendMarcelSentence		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEA8		0	0
Turn09_Investigations_MarcelDealRevealed		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_MarcelDealRevealed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEAC		0	0
Turn09_Investigations_TrialMarcel		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_TrialMarcel		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEB0		0	0
Turn09_Investigations_KillMarcel		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_Investigations_KillMarcel		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEB4		0	0
Turn09_EconomyAction_FiredSymon		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_FiredSymon		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEB8		0	0
Turn09_EconomyAction_HousingAssistance		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_HousingAssistance		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEBC		0	0
Turn09_EconomyAction_UnemploymentWage		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_UnemploymentWage		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEC0		0	0
Turn09_EconomyAction_PaybackStudentDebt		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_PaybackStudentDebt		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEC4		0	0
Turn09_EconomyAction_UseEmergencyFunds		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_UseEmergencyFunds		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEC8		0	0
Turn09_EconomyAction_PrintMoney		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_PrintMoney		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BECC		0	0
Turn09_EconomyAction_InternationalLoan		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_EconomyAction_InternationalLoan		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BED0		0	0
Turn09_LileasDiscussion_Resigned		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_LileasDiscussion_Resigned		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BED4		0	0
Turn09_LileasDiscussion_Trial		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_LileasDiscussion_Trial		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BED8		0	0
Turn09_MilitaryParade_SurvivedSergeDead		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_MilitaryParade_SurvivedSergeDead		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEDC		0	0
Turn09_MilitaryParade_Survived		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn09_MilitaryParade_Survived		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEE0		0	0
Turn10_QueenCall_RefusedSurrender		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_QueenCall_RefusedSurrender		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEE4		0	0
Turn10_QueenCall_GivenEstordAndNarbel		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_QueenCall_GivenEstordAndNarbel		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEE8		0	0
Turn10_QueenCall_PeaceSummit		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_QueenCall_PeaceSummit		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEEC		0	0
Turn10_DeividFinalTalk_Resigned		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_DeividFinalTalk_Resigned		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEF0		0	0
Turn10_DeividFinalTalk_ResignedAndWarned		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_DeividFinalTalk_ResignedAndWarned		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEF4		0	0
Turn10_Resignations_Ciara		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Resignations_Ciara		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEF8		0	0
Turn10_Resignations_Gus		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Resignations_Gus		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BEFC		0	0
Turn10_Resignations_Nia		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Resignations_Nia		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF00		0	0
Turn10_Resignations_Paskal		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Resignations_Paskal		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF04		0	0
Turn10_Resignations_Symon		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Resignations_Symon		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF08		0	0
Turn10_PartyCongress_JoinedPFJP		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_JoinedPFJP		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF0C		0	0
Turn10_PartyCongress_JoinedNFP		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_JoinedNFP		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF10		0	0
Turn10_PartyCongress_JoinedCPS		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_JoinedCPS		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF14		0	0
Turn10_PartyCongress_JoinedWPB		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_JoinedWPB		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF18		0	0
Turn10_PartyCongress_EndorseLileas		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_EndorseLileas		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF1C		0	0
Turn10_PartyCongress_PeoplesParty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_PeoplesParty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF20		0	0
Turn10_PartyCongress_LiberalParty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_LiberalParty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF24		0	0
Turn10_PartyCongress_DemocratParty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_DemocratParty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF28		0	0
Turn10_PartyCongress_MaroonParty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_MaroonParty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF2C		0	0
Turn10_PartyCongress_ProsperityParty		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_ProsperityParty		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF30		0	0
Turn10_PartyCongress_Won		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_Won		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF34		0	0
Turn10_PartyCongress_Retired		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PartyCongress_Retired		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF38		0	0
Turn10_FinalSupper_Retire		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_FinalSupper_Retire		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF3C		0	0
Turn10_FinalSupper_LeaveLater		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_FinalSupper_LeaveLater		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF40		0	0
Turn10_FinalSupper_LeaveNow		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_FinalSupper_LeaveNow		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF44		0	0
Turn10_Rumburg_AlliesCalled		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Rumburg_AlliesCalled		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF48		0	0
Turn10_Rumburg_FrancPulled		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Rumburg_FrancPulled		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF4C		0	0
Turn10_Rumburg_PincerAttack		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Rumburg_PincerAttack		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF50		0	0
Turn10_Rumburg_Blitzkrieg		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Rumburg_Blitzkrieg		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF54		0	0
Turn10_Coup_Valken		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Coup_Valken		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF58		0	0
Turn10_Coup_Iosef		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_Coup_Iosef		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000460001BF5C		0	0
Turn10_PersonalWealth_Transfer		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn10_PersonalWealth_Transfer		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000115D		0	0
Turn03_DriverTalk_PaidForFamily		0	0
Sordland/Journal Entries		0	0
BaseGameSupport.Journal_Turn03_DriverTalk_PaidForFamily		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005519		0	0
Turn02_TourismBill_Signed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn02_TourismBill_Signed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000551F		0	0
Turn02_TourismBill_Vetoed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn02_TourismBill_Vetoed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005525		0	0
Turn02_RiziaEnergy_Interest		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn02_RiziaEnergy_Interest		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000552B		0	0
Turn03_Gasom_LargeSordlandInvest		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_Gasom_LargeSordlandInvest		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005531		0	0
Turn03_Gasom_CoInvestWithRizia		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_Gasom_CoInvestRizia		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005537		0	0
Turn03_Gasom_RiziaAloneInvest		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_Gasom_RiziaAloneInvest		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000553D		0	0
Turn04_AlphonsoFoundation_SmallDonation		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_AlphonsoFoundation_DonatedSmall		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005543		0	0
Turn03_EPA_Reverted10		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_EPA_Reverted10		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005549		0	0
Turn03_EPA_Kept20		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_EPA_Kept20		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000554F		0	0
Turn03_EPA_Increased49		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_EPA_Increased49		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005555		0	0
Turn03_EPA_Removed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_EPA_Removed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000555B		0	0
Turn03_GasomWelfare_EducationHealthHousing		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GasomWelfare_EducationHealthHousing		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005561		0	0
Turn03_GasomWelfare_MoreBlueSalary		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GasomWelfare_MoreBlueSalary		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005567		0	0
Turn03_GasomWelfare_NarbelCharity		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GasomWelfare_NarbelCharity		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005573		0	0
Turn03_GreenGruniBill_Signed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GreenBill_Signed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005579		0	0
Turn03_GreenGruniBill_Vetoed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GreenBill_Vetoed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000557F		0	0
Turn04_AlphonsoFoundation_LargeDonation		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_AlphonsoFoundation_DonatedLarge		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000558B		0	0
Turn04_GruniRuralDev_NewFarmSubsidies		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_GruniRuralDev_NewFarmSubsidies		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005591		0	0
Turn04_GruniRuralDev_CropResearch		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_GruniRuralDev_CropResearch		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005597		0	0
Turn04_GruniRuralDev_MechanizationIntiative		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_GruniRuralDev_MechanizationIntiative		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000559D		0	0
Turn03_GasomExcursion_FlyAwayHelicopter		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GasomExcursion_FlyAwayHelicopter		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055A3		0	0
Turn03_GasomExcursion_AddressProtestors		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_GasomExcursion_AddressProtestors		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055A9		0	0
Turn06_GasomStake_SellTwoThird		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_SellTwoThird		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055AF		0	0
Turn06_GasomStake_SellOneThird		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_SellOneThird		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055B5		0	0
Turn06_GasomStake_Keep		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_Keep		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055BB		0	0
Turn04_LucianChess_Won		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_LucianChess_Won		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055C1		0	0
Turn04_LucianChess_Draw		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_LucianChess_Draw		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055C7		0	0
Turn04_LucianChess_Lose		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn04_LucianChess_Lose		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055CD		0	0
Turn06_CentralBankBill_Vetoed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_CentralBankBill_Vetoed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055D3		0	0
Turn06_CentralBankBill_Signed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_CentralBankBill_Signed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055D9		0	0
Turn06_GasomStakeSale_HighReturns		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_HighReturns		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055DF		0	0
Turn06_GasomStakeSale_VeryHighReturns		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_VeryHighReturns		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055E5		0	0
Turn06_GasomStakeSale_MediumReturns		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_MediumReturns		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055EB		0	0
Turn06_GasomStakeSale_LowReturns		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_LowReturns		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055F1		0	0
Turn06_GasomStakeSale_VeryLowReturns		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_GasomStake_VeryLowReturns		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055F7		0	0
Turn06_EnergyInflationBill_Signed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_EnergyInflationBill_Signed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x01000065000055FD		0	0
Turn06_EnergyInflationBill_Vetoed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn06_EnergyInflationBill_Vetoed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005603		0	0
Turn08_ContanaSecondAid_Accepted		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_UCSecondAid_Accepted		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005609		0	0
Turn08_ContanaSecondAid_Rejected		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_UCSecondAid_Rejected		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000560F		0	0
Turn08_ArcasiaSecondAid_Accepted		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_ArcasiaAid_Accepted		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005615		0	0
Turn08_ArcasiaSecondAid_Rejected		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_ArcasiaAid_Rejected		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000561B		0	0
Turn08_PresiPowers_EnactVat_Signed		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_PresiPowers_EnactVat_Signed		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005627		0	0
Turn08_GasomFinancialReport_MediumProfit		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_GasomFinancialReport_MediumProfit		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000650000562D		0	0
Turn08_GasomFinancialReport_HighProfit		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_GasomFinancialReport_HighProfit		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100006500005633		0	0
Turn08_GasomFinancialReport_LowProfit		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn08_GasomFinancialReport_LowProfit		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x0100008E0000058D		0	0
Turn03_AlphonsoFoundation_SmallDonation		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn03_AlphonsoFoundation_DonatedSmall		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D3B		0	0
Turn09_TreasuryReport_LargeDeficit		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_LargeDeficit == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D41		0	0
Turn09_TreasuryReport_LargeSurplus		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_LargeSurplus == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D47		0	0
Turn09_TreasuryReport_MediumSurplus		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_MediumSurplus == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D4D		0	0
Turn09_TreasuryReport_SmallSurplus		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_SmallSurplus == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D53		0	0
Turn09_TreasuryReport_LeaveDeficitFuture		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_LeaveDeficitFuture == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000D59		0	0
Turn09_TreasuryReport_SmallDeficit		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_SmallDeficit == true		0	0
AppBundle_Main		0	0
StoryPack_Main		0	0
0x010000BD00000F0D		0	0
Turn09_TreasuryReport_LeaveSurplus		0	0
Sordland/Journal Entries/2.0		0	0
BaseGameSupport.Journal_Turn09_TreasuryReview_LeaveSurplus == true		0	0
